    自動車保険類似,[10],NL_Motor_Like_Risk_EEA_CHE,NL_Motor_Like_Risk_USA_CAN,NL_Motor_Like_Risk_CHN,NL_Motor_Like_Risk_JPN,NL_Motor_Like_Risk_DM,NL_Motor_Like_Risk_EM,NL_Motor_Like_Risk_Total,NL_Motor_Like_Risk_PC,NL_Motor_Like_Risk_Factor,自動車保険類似カテゴリー内の相関係数
    財物保険類似,[11],NL_Property_Like_Risk_EEA_CHE,NL_Property_Like_Risk_USA_CAN,NL_Property_Like_Risk_CHN,NL_Property_Like_Risk_JPN,NL_Property_Like_Risk_DM,NL_Property_Like_Risk_EM,NL_Property_Like_Risk_Total,NL_Property_Like_Risk_PC,NL_Property_Like_Risk_Factor,財物保険類似カテゴリー内の相関係数
    その他保険,[12],NL_Other_Risk_EEA_CHE,NL_Other_Risk_USA_CAN,NL_Other_Risk_CHN,NL_Other_Risk_JPN,NL_Other_Risk_DM,NL_Other_Risk_EM,NL_Other_Risk_Total,NL_Other_Risk_PC,NL_Other_Risk_Factor,その他保険カテゴリー内の相関係数
    （高レベルの商品カテゴリー内の分散効果）,[13],NL_Divers_Segments_EEA_CHE,NL_Divers_Segments_USA_CAN,NL_Divers_Segments_CHN,NL_Divers_Segments_JPN,NL_Divers_Segments_DM,NL_Divers_Segments_EM,NL_Divers_Segments_Total,NL_Divers_Segments_PC,,
    （高レベルの商品カテゴリー間の分散効果,[14],NL_Divers_Categories_EEA_CHE,NL_Divers_Categories_USA_CAN,NL_Divers_Categories_CHN,NL_Divers_Categories_JPN,NL_Divers_Categories_DM,NL_Divers_Categories_EM,NL_Divers_Categories_Total,NL_Divers_Categories_PC,NL_Divers_Categories_Factor,高レベルの商品カテゴリー間の相関係数
4: 所要資本（地域間の分散効果反映前）,[15],NL_Risk_wo_GeogDivers_EEA_CHE,NL_Risk_wo_GeogDivers_USA_CAN,NL_Risk_wo_GeogDivers_CHN,NL_Risk_wo_GeogDivers_JPN,NL_Risk_wo_GeogDivers_DM,NL_Risk_wo_GeogDivers_EM,NL_Risk_wo_GeogDivers_Total,NL_Risk_wo_GeogDivers_PC,,
    （地域間の分散効果）,[16],NL_Risk_Geog_Divers_EEA_CHE,NL_Risk_Geog_Divers_USA_CAN,NL_Risk_Geog_Divers_CHN,NL_Risk_Geog_Divers_JPN,NL_Risk_Geog_Divers_DM,NL_Risk_Geog_Divers_EM,NL_Risk_Geog_Divers_Total,NL_Risk_Geog_Divers_PC,NL_Risk_Geog_Divers_Factor,地域間の相関係数
5: 所要資本（分散効果反映後）,[17],NL_RC_EEA_CHE,NL_RC_USA_CAN,NL_RC_CHN,NL_RC_JPN,NL_RC_DM,NL_RC_EM,RC_NonLife,NL_RC_PC,,
    正味現在推計,[18],NL_Current_Estimates_EEA_CHE,NL_Current_Estimates_USA_CAN,NL_Current_Estimates_CHN,NL_Current_Estimates_JPN,NL_Current_Estimates_DM,NL_Current_Estimates_EM,NL_Current_Estimates_Total,NL_Current_Estimates_PC,,
    未経過責任に係る保険負債,[19],NL_CE_Unearned_EEA_CHE,NL_CE_Unearned_USA_CAN,NL_CE_Unearned_CHN,NL_CE_Unearned_JPN,NL_CE_Unearned_DM,NL_CE_Unearned_EM,NL_CE_Unearned_Total,NL_CE_Unearned_PC,,
    既発生事故に係る保険負債,[20],NL_CE_Occurred_EEA_CHE,NL_CE_Occurred_USA_CAN,NL_CE_Occurred_CHN,NL_CE_Occurred_JPN,NL_CE_Occurred_DM,NL_CE_Occurred_EM,NL_CE_Occurred_Total,NL_CE_Occurred_PC,,
